,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
360,Kungurtug,100,RU,1619964661,88,50.5994,97.5228,29.57,5.1
361,Acapulco de Juárez,20,MX,1619964626,69,16.8634,-99.8901,80.6,3.44
362,Pinega,88,RU,1619964661,34,64.7001,43.3936,39.67,11.99
363,Urengoy,100,RU,1619964662,97,65.9667,78.3667,32.92,15.05
364,Krutikha,3,RU,1619964662,49,53.9599,81.2093,48.96,7.81
365,Disna,100,BY,1619964662,50,55.568,28.1971,53.92,10.38
366,Kununurra,0,AU,1619964663,83,-15.7667,128.7333,71.6,1.14
367,Mossamedes,4,AO,1619964663,66,-15.1961,12.1522,82.6,15.48
368,Bariloche,75,AR,1619964663,81,-41.1456,-71.3082,44.6,12.66
369,Zuwārah,100,LY,1619964664,67,32.9312,12.082,68.85,14.07
370,Mahayag,88,PH,1619964664,92,8.1183,123.4455,76.86,2.68
371,Burnie,69,AU,1619964664,92,-41.0667,145.9167,55.99,1.99
372,Sabang,94,ID,1619964664,73,5.8933,95.3214,85.08,13.51
373,Jinka,64,ET,1619964665,65,5.65,36.65,72.45,2.39
374,Graaff-Reinet,0,ZA,1619964365,28,-32.2522,24.5308,75.99,1.99
375,Pandharpur,100,IN,1619964665,36,17.6667,75.3333,86.86,8.14
376,Morristown,1,US,1619964485,45,36.214,-83.2949,62.6,1.32
377,Cabo San Lucas,1,MX,1619964666,30,22.8909,-109.9124,80.01,5.75
378,Lucea,20,JM,1619964666,69,18.451,-78.1736,84.0,6.91
379,Dārāb,0,IR,1619964666,12,28.7519,54.5444,83.41,18.77
380,Meru,99,KE,1619964666,69,0.0463,37.6559,71.89,6.67
381,Tevriz,100,RU,1619964667,38,57.509,72.4042,62.83,11.63
382,Ponta Delgada,75,PT,1619964667,94,37.7333,-25.6667,62.6,12.66
383,Mocorito,98,MX,1619964667,83,25.4833,-107.9167,71.01,5.01
384,Emerald,75,AU,1619964668,77,-23.5333,148.1667,68.0,4.61
385,Kristinehamn,20,SE,1619964563,40,59.3098,14.1081,55.4,10.36
386,Nome,1,US,1619964668,64,64.5011,-165.4064,28.4,11.5
387,Lompoc,64,US,1619964669,82,34.6391,-120.4579,51.8,10.36
388,Nouadhibou,0,MR,1619964669,60,20.931,-17.0347,71.6,21.85
389,Preobrazheniye,98,RU,1619964669,80,42.9019,133.9064,45.3,9.95
390,Kavieng,78,PG,1619964670,75,-2.5744,150.7967,82.04,4.74
391,Lahore,20,PK,1619964670,25,31.5497,74.3436,98.6,3.44
392,Seoul,0,KR,1619964544,71,37.5683,126.9778,51.8,4.61
393,Martapura,90,ID,1619964670,89,-3.4167,114.85,78.8,3.44
394,Belinsky,95,RU,1619964671,59,52.9647,43.4165,60.76,4.09
395,Douentza,52,ML,1619964671,8,14.9951,-2.9517,107.78,6.64
396,Vernon,0,CA,1619964524,87,50.2581,-119.2691,42.01,6.91
397,Chara,100,RU,1619964672,80,56.9064,118.2631,33.76,1.7
398,Goderich,100,CA,1619964672,62,43.7501,-81.7165,57.2,9.22
399,Jaqué,80,PA,1619964672,73,7.5175,-78.1703,81.61,5.97
400,Salta,0,AR,1619964673,63,-24.7859,-65.4117,66.0,2.3
401,Montepuez,37,MZ,1619964673,77,-13.1256,38.9997,75.85,8.41
402,Luzhou,38,CN,1619964673,71,28.8724,105.4405,78.39,4.41
403,Kutum,10,SD,1619964674,8,14.2,24.6667,93.56,12.01
404,Camaná,57,PE,1619964674,69,-16.6228,-72.7111,71.19,6.17
405,Conakry,40,GN,1619964674,66,9.538,-13.6773,87.8,16.11
406,Skibbereen,75,IE,1619964675,43,51.55,-9.2667,53.6,4.61
407,Rocha,26,UY,1619964675,62,-34.4833,-54.3333,70.29,8.01
408,Thinadhoo,96,MV,1619964675,70,0.5333,72.9333,83.3,4.72
409,Lloydminster,75,CA,1619964433,93,53.2835,-110.0016,37.4,6.91
410,Kevelaer,0,DE,1619964676,53,51.5833,6.25,52.0,14.97
411,Koumac,19,NC,1619964676,83,-20.5667,164.2833,73.58,4.52
412,Na Wa,20,TH,1619964676,89,17.4897,104.1006,88.0,3.44
413,Capinzal,4,BR,1619964677,55,-27.3436,-51.6119,75.33,3.56
414,Nishihara,20,JP,1619964677,56,26.1842,127.7558,69.8,12.66
415,Topolobampo,40,MX,1619964677,88,25.6,-109.05,70.0,10.36
416,Bukachacha,100,RU,1619964677,94,52.9833,116.9167,41.56,2.73
417,Sacramento,1,US,1619964414,87,38.4666,-121.3177,55.0,2.21
418,Hervey Bay,40,AU,1619964678,88,-25.2986,152.8535,68.0,8.05
419,Thaba-Tseka,0,LS,1619964678,27,-29.522,28.6084,57.61,4.54
420,Soanierana Ivongo,21,MG,1619964678,84,-16.9167,49.5833,78.69,3.06
421,Ivanovka,0,KG,1619964679,45,42.8878,75.085,68.0,8.95
422,Soyo,20,AO,1619964679,66,-6.1349,12.3689,87.8,6.91
423,Cruz Alta,0,BR,1619964679,64,-28.6386,-53.6064,69.8,4.61
424,Øksfjord,40,NO,1619964680,69,70.2396,22.3479,35.6,6.6
425,Rosetta,0,EG,1619964680,14,31.4044,30.4164,86.0,9.22
426,Toumodi,75,CI,1619964680,58,6.5613,-5.0158,91.4,9.22
427,Sémbé,100,CG,1619964681,62,1.6481,14.5806,85.6,2.46
428,Mandurah,98,AU,1619964681,70,-32.55,115.7,60.01,13.0
429,Hohhot,0,CN,1619964681,30,40.8106,111.6522,69.8,13.42
430,Along,34,IN,1619964504,84,28.1667,94.7667,70.2,0.89
431,Dovbysh,100,UA,1619964682,85,50.3733,27.9874,61.41,15.7
432,Malazgirt,71,TR,1619964682,44,39.1427,42.5401,63.39,10.76
433,Williston,100,US,1619964682,71,48.147,-103.618,51.01,8.99
434,Lata,100,PT,1619964682,56,40.1629,-8.3327,64.0,7.0
435,Pangody,100,RU,1619964683,99,65.85,74.4859,33.24,8.84
436,Antofagasta,0,CL,1619964683,67,-23.65,-70.4,73.0,8.05
437,Yendi,87,GH,1619964683,35,9.4427,-0.0099,98.01,5.79
438,Kamaishi,65,JP,1619964684,86,39.2667,141.8833,44.08,6.8
439,Waipawa,4,NZ,1619964684,93,-41.4122,175.5153,48.2,4.61
440,Alamosa,1,US,1619964684,26,37.4695,-105.87,53.6,9.22
441,Puerto Colombia,20,CO,1619964685,74,10.9878,-74.9547,84.2,6.91
442,Bāglung,100,NP,1619964685,85,28.2719,83.5898,64.08,4.99
443,Gōtsuchō,71,JP,1619964685,74,35.0,132.2167,54.16,5.48
444,Kozhva,100,RU,1619964686,42,65.1073,57.0459,38.61,18.39
445,Taywarah,100,AF,1619964686,52,33.35,64.4167,56.26,4.07
446,Almansa,82,ES,1619964586,67,38.8692,-1.0971,64.99,10.51
447,Warri,100,NG,1619964417,72,5.5167,5.75,85.5,4.54
448,Linhares,100,BR,1619964686,76,-19.3911,-40.0722,75.11,6.29
449,Montijo,20,PT,1619964687,37,38.7067,-8.9739,66.2,8.05
450,Mount Isa,0,AU,1619964687,42,-20.7333,139.5,68.0,1.14
451,Aban,100,RU,1619964687,81,56.67,96.06,38.25,12.53
452,Abhā,40,SA,1619964483,64,18.2164,42.5053,71.6,10.36
453,Daru,83,PG,1619964606,83,-9.0763,143.2092,79.3,13.09
454,Halifax,99,CA,1619964546,65,44.6453,-63.5724,50.0,18.41
455,Xai-Xai,1,MZ,1619964480,58,-25.0519,33.6442,74.14,12.17
456,Němčice nad Hanou,100,CZ,1619964688,70,49.3418,17.206,50.0,18.01
457,Coron,0,PH,1619964688,75,11.9986,120.2043,82.13,8.93
458,San Isidro,20,PE,1619964689,94,-12.1167,-77.05,68.0,2.3
459,Susanville,20,US,1619964689,61,40.4163,-120.653,46.4,11.5
460,Tías,40,ES,1619964689,41,28.9611,-13.645,75.2,18.41
461,Esil,100,KZ,1619964690,33,51.9556,66.4042,64.2,9.01
462,Balkhash,96,KZ,1619964690,26,46.844,74.9804,59.74,18.5
463,Road Town,40,VG,1619964690,74,18.4167,-64.6167,82.0,14.97
464,Eslāmshahr,75,IR,1619964691,42,35.5605,51.2346,68.0,27.63
465,Chikwawa,75,MW,1619964691,83,-16.0335,34.8009,69.8,12.66
466,Camacha,40,PT,1619964691,59,33.0833,-16.3333,64.4,6.91
467,Mehamn,40,NO,1619964692,55,71.0357,27.8492,33.8,5.75
468,Zanjān,40,IR,1619964692,44,36.6736,48.4787,60.8,21.85
469,Nelson Bay,100,AU,1619964692,94,-32.7167,152.15,64.0,5.75
470,Ciudad Juárez,75,MX,1619964434,18,31.7333,-106.4833,71.01,6.91
471,Sena Madureira,10,BR,1619964693,61,-9.0656,-68.6569,84.65,2.13
472,Les Cayes,25,HT,1619964693,67,18.2,-73.75,82.04,9.08
473,Ventspils,0,LV,1619964693,31,57.3894,21.5606,48.2,16.11
474,Ust'-Omchug,100,RU,1619964693,84,61.15,149.6333,29.32,0.94
475,Inhambane,40,MZ,1619964694,64,-23.865,35.3833,75.2,13.8
476,Iquitos,55,PE,1619964694,73,-3.7481,-73.2472,79.74,2.01
477,The Valley,40,AI,1619964528,69,18.217,-63.0578,84.2,16.11
478,Agadez,0,NE,1619964694,2,19.75,10.25,103.75,12.44
479,Samarai,49,PG,1619964695,82,-10.6167,150.6667,79.9,9.26
480,Guatire,20,VE,1619964695,61,10.4762,-66.5427,82.4,4.61
481,Xining,4,CN,1619964512,50,36.6167,101.7667,56.08,5.28
482,Basco,74,PH,1619964695,85,20.4487,121.9702,79.74,17.63
483,Thunder Bay,20,CA,1619964687,76,48.4001,-89.3168,46.99,12.66
484,Itarema,94,BR,1619964696,62,-2.9248,-39.9167,84.16,8.7
485,Alghero,20,IT,1619964696,55,40.5589,8.3181,66.2,9.22
486,Severnyy,0,RU,1619964696,40,50.677,36.5532,73.4,11.18
487,Erenhot,99,CN,1619964697,21,43.6475,111.9767,69.76,9.53
488,Mâncio Lima,95,BR,1619964697,65,-7.6142,-72.8958,81.54,2.42
489,Egvekinot,84,RU,1619964697,84,66.3167,-179.1667,7.79,10.69
490,Sittwe,0,MM,1619964697,68,20.15,92.9,83.55,6.78
491,Ishigaki,98,JP,1619964698,81,24.3448,124.1572,74.16,17.98
492,Rio Verde de Mato Grosso,0,BR,1619964698,47,-18.9181,-54.8442,85.69,9.04
493,Zaysan,0,KZ,1619964698,34,47.4667,84.8667,43.47,4.94
494,Santana do Matos,60,BR,1619964699,41,-5.9575,-36.6556,90.54,2.98
495,Khovd,97,MN,1619964699,35,48.0056,91.6419,38.21,5.28
496,Tālīkota,96,IN,1619964699,18,16.4833,76.3167,96.69,11.97
497,Adré,3,TD,1619964700,7,13.4667,22.2,100.31,7.31
498,Najrān,75,SA,1619964700,13,17.4924,44.1277,89.6,4.61
499,Maragogi,98,BR,1619964700,70,-9.0122,-35.2225,81.48,4.05
500,Kapoeta,99,SS,1619964701,62,4.7717,33.5903,78.08,7.49
501,North Myrtle Beach,1,US,1619964701,68,33.816,-78.68,75.0,9.22
502,Coahuayana Viejo,1,MX,1619964701,53,18.7333,-103.6833,71.6,2.77
503,Kieta,100,PG,1619964701,83,-6.2167,155.6333,79.27,3.36
504,Oranjestad,20,AW,1619964702,66,12.524,-70.027,86.0,17.27
505,Qaqortoq,100,GL,1619964702,21,60.7167,-46.0333,46.4,48.34
506,Ananas,21,HT,1619964702,58,19.2466,-71.9557,80.78,1.72
507,Gouyave,20,GD,1619964703,62,12.1646,-61.7296,86.0,17.27
508,Kingaroy,93,AU,1619964703,100,-26.5333,151.8333,57.2,5.75
509,Güstrow,75,DE,1619964703,87,53.7972,12.1734,46.4,3.44
510,Shingū,49,JP,1619964704,67,33.7333,135.9833,51.55,9.04
511,Moose Factory,90,CA,1619964704,86,51.2585,-80.6094,23.0,8.05
512,Port Moresby,20,PG,1619964704,83,-9.4431,147.1797,80.6,20.71
513,Lokosovo,100,RU,1619964704,94,61.1333,74.8167,43.72,9.44
514,Abrau-Dyurso,0,RU,1619964705,59,44.69,37.59,66.2,11.18
515,La Santisima Trinidad,44,BO,1619964595,78,-14.8333,-64.9,78.8,3.27
516,Lagos,20,NG,1619964510,59,6.5833,3.75,93.2,3.44
517,Sīrjān,95,IR,1619964705,34,29.452,55.6814,69.49,7.52
518,Aksay,40,RU,1619964706,44,47.26,39.87,77.0,6.71
519,Vila Franca do Campo,75,PT,1619964706,94,37.7167,-25.4333,62.6,12.66
520,Nara,100,JP,1619964673,53,34.6851,135.8049,53.01,8.72
521,Fukuechō,0,JP,1619964706,58,32.6881,128.8419,57.27,5.1
522,Tigil',14,RU,1619964707,79,57.8,158.6667,30.47,2.75
523,Quatre Cocos,40,MU,1619964707,89,-20.2078,57.7625,80.01,5.75
524,Berlevåg,40,NO,1619964707,55,70.8578,29.0864,33.8,5.75
525,Vila,82,PT,1619964708,43,42.0304,-8.1588,62.01,5.99
526,Luanda,40,AO,1619964644,79,-8.8368,13.2343,86.0,11.5
527,Aasiaat,1,GL,1619964708,68,68.7098,-52.8699,34.39,17.07
528,Flin Flon,90,CA,1619964708,74,54.7682,-101.865,28.4,8.05
529,Saint-Pierre,75,RE,1619964709,69,-21.3393,55.4781,80.6,5.75
530,Port Pirie,75,AU,1619964709,94,-33.1833,138.0167,57.2,3.44
531,Monticello,75,US,1619964709,51,45.3055,-93.7941,61.0,9.95
532,Attock,6,PK,1619964710,45,33.7695,72.3611,87.01,4.83
533,Karratha,36,AU,1619964710,57,-20.7377,116.8463,80.83,8.39
534,Port Macquarie,40,AU,1619964710,100,-31.4333,152.9167,59.0,4.68
535,Asău,40,RO,1619964711,32,46.4333,26.4,84.2,8.05
536,Ōme,1,JP,1619964711,38,35.7839,139.2431,55.4,16.11
537,Bubaque,61,GW,1619964711,63,11.2833,-15.8333,78.66,12.3
538,Mayumba,96,GA,1619964712,78,-3.432,10.6554,82.29,7.52
539,Karasburg,0,NA,1619964712,14,-28.0167,18.75,78.82,14.7
540,George,0,ZA,1619964712,46,-33.963,22.4617,71.6,9.22
